,index,ecm_around_single_spot,ecm_around_single_spot bg subtracted,ecm_around_single_spot_mean_intensity,ecm_around_single_spot_mean_intensity bg subtracted,exp condition,filename,mean_intensty_original_synapse,mean_intensty_original_synapse bg subtracted,original_synapse_at_single_spot,original_synapse_at_single_spot bg subtracted,"Synapse brightness scale (0 = dimmest, 7 = brightest)",radial_average,radial_average_bgsubtracted,Time,Drug,Condition,"Synapse brightness scale (0 = dimmest, 5 = brightest)"
837,447,"[[1 1 0 ... 0 1 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 2 0 0]
 ...
 [2 0 0 ... 0 1 0]
 [0 0 0 ... 0 2 0]
 [0 0 1 ... 0 0 1]]","[[0.00078941 0.00078941 0.         ... 0.         0.00078941 0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.00471098 0.         0.        ]
 ...
 [0.00471098 0.         0.         ... 0.         0.00078941 0.        ]
 [0.         0.         0.         ... 0.         0.00471098 0.        ]
 [0.         0.         0.00078941 ... 0.         0.         0.00078941]]",1.08,0.002558650549019608,2hrs_Bic,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/2hrs_Bic/09_003_ExpControl,8.3705,0.015675043921568627,"[[ 3  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  1]
 [ 0  5  2 ...  0  0  0]
 ...
 [23 26 14 ...  2  1  2]
 [17 27 21 ...  1  0  5]
 [26 28 20 ...  4  2  1]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.05818784 0.06995255 0.02289373 ... 0.         0.         0.        ]
 [0.03465843 0.07387412 0.05034471 ... 0.         0.         0.        ]
 [0.06995255 0.07779569 0.04642314 ... 0.         0.         0.        ]]",1,"[0.35714286 0.565      0.69852941 1.00284091 1.13863636 1.2265625
 1.20890411 1.55120482 1.50672043 1.1720297  1.34320175 1.24077869
 1.13055556 0.85294118 0.60251799 0.53921569 0.41544118 0.43125
 0.51666667 1.        ]","[0.00047769 0.00083754 0.00123083 0.00227765 0.00276391 0.00292586
 0.00279393 0.00417273 0.00395111 0.00273551 0.00343006 0.00302373
 0.00280367 0.00181932 0.00106714 0.00091698 0.00067341 0.00055577
 0.00072108 0.00078941]",2hrs,Bic,2hr + Bic,1
838,539,"[[4 0 1 ... 1 0 1]
 [0 0 0 ... 1 1 0]
 [1 1 0 ... 1 2 1]
 ...
 [0 0 0 ... 1 0 1]
 [1 1 2 ... 0 0 1]
 [1 0 0 ... 0 3 0]]","[[0.01259451 0.         0.0008298  ... 0.0008298  0.         0.0008298 ]
 [0.         0.         0.         ... 0.0008298  0.0008298  0.        ]
 [0.0008298  0.0008298  0.         ... 0.0008298  0.00475137 0.0008298 ]
 ...
 [0.         0.         0.         ... 0.0008298  0.         0.0008298 ]
 [0.0008298  0.0008298  0.00475137 ... 0.         0.         0.0008298 ]
 [0.0008298  0.         0.         ... 0.         0.00867294 0.        ]]",1.0833,0.0025595134117647063,4hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/4hrs_DMSO/07_002_ExpControl,8.6481,0.013321471372549019,"[[ 1  0  2 ... 23 18 13]
 [ 0  1  0 ... 15 14 21]
 [ 1  0  0 ... 24 22  6]
 ...
 [ 9 12  6 ... 14 12  8]
 [ 7  8 11 ... 13 11 10]
 [ 9  4  9 ...  6  2  6]]","[[0.         0.         0.         ... 0.05719137 0.03758353 0.01797569]
 [0.         0.         0.         ... 0.02581882 0.02189725 0.04934824]
 [0.         0.         0.         ... 0.06111294 0.0532698  0.        ]
 ...
 [0.00228941 0.01405412 0.         ... 0.02189725 0.01405412 0.        ]
 [0.         0.         0.01013255 ... 0.01797569 0.01013255 0.00621098]
 [0.00228941 0.         0.00228941 ... 0.         0.         0.        ]]",1,"[0.97321429 0.83       0.68382353 0.80397727 1.02045455 1.36132812
 1.72089041 2.01204819 1.32930108 1.16460396 0.9375     1.07377049
 0.96018519 0.77411765 0.67985612 0.67401961 0.75367647 0.86875
 0.7        4.        ]","[0.00199459 0.00169356 0.00111304 0.00156305 0.00220294 0.00339411
 0.00475271 0.00594406 0.00342188 0.0028337  0.00198142 0.00267449
 0.00221955 0.00144622 0.00117027 0.00116553 0.00130741 0.00151316
 0.00119922 0.01259451]",4hrs,DMSO,4hr,1
839,1018,"[[1 0 1 ... 4 0 5]
 [1 1 2 ... 3 2 3]
 [1 2 2 ... 2 0 2]
 ...
 [2 3 4 ... 0 0 0]
 [3 2 2 ... 0 0 1]
 [1 1 1 ... 0 0 0]]","[[0.00101176 0.         0.00101176 ... 0.01277647 0.         0.01669804]
 [0.00101176 0.00101176 0.00493333 ... 0.0088549  0.00493333 0.0088549 ]
 [0.00101176 0.00493333 0.00493333 ... 0.00493333 0.         0.00493333]
 ...
 [0.00493333 0.0088549  0.01277647 ... 0.         0.         0.        ]
 [0.0088549  0.00493333 0.00493333 ... 0.         0.         0.00101176]
 [0.00101176 0.00101176 0.00101176 ... 0.         0.         0.        ]]",1.0067,0.002560739607843137,4hrs_Bic,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/4hrs_Bic/06_003_ExpControl,5.1798,0.007736670078431371,"[[0 0 0 ... 4 3 2]
 [1 0 0 ... 4 3 3]
 [4 2 0 ... 1 2 5]
 ...
 [3 6 1 ... 0 0 0]
 [2 1 0 ... 0 0 1]
 [3 6 1 ... 0 2 2]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.00018784]
 ...
 [0.         0.00410941 0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.00410941 0.         ... 0.         0.         0.        ]]",0,"[0.59821429 0.55       0.70955882 0.89204545 1.03636364 0.73828125
 0.65924658 0.58584337 0.69892473 0.90470297 0.87609649 1.04918033
 1.16018519 1.18705882 1.67985612 1.81127451 1.71691176 1.19375
 1.43333333 1.        ]","[0.00109888 0.00093475 0.00160582 0.00230784 0.00281428 0.00170743
 0.00134463 0.00120625 0.00155584 0.00220819 0.00212435 0.0026804
 0.00298438 0.00309069 0.00499147 0.00527015 0.00497855 0.0029173
 0.00368105 0.00101176]",4hrs,Bic,4hr + Bic,0
840,2307,"[[0 0 1 ... 2 0 0]
 [0 0 0 ... 1 0 0]
 [0 1 0 ... 0 2 1]
 ...
 [1 0 3 ... 0 1 1]
 [1 0 2 ... 1 2 0]
 [1 0 0 ... 0 1 0]]","[[0.         0.         0.         ... 0.0038098  0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.0038098  0.        ]
 ...
 [0.         0.         0.00773137 ... 0.         0.         0.        ]
 [0.         0.         0.0038098  ... 0.         0.0038098  0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",1.2753,0.0025623813725490193,2hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181011_TNR_analyse/TIF_imp/2hrs_DMSO/10_001_ExpControl,5.3758,0.005768414117647057,"[[ 4  4  3 ...  6  2  7]
 [ 3  1  3 ...  1  7  1]
 [ 6  3  9 ...  4  5 10]
 ...
 [ 0  1  0 ...  6  4  2]
 [ 1  1  1 ...  4  7  2]
 [ 1  4  0 ...  3  3  5]]","[[0.         0.         0.         ... 0.00310588 0.         0.00702745]
 [0.         0.         0.         ... 0.         0.00702745 0.        ]
 [0.00310588 0.         0.01487059 ... 0.         0.         0.01879216]
 ...
 [0.         0.         0.         ... 0.00310588 0.         0.        ]
 [0.         0.         0.         ... 0.         0.00702745 0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",0,"[0.9375     1.035      0.97426471 1.16761364 1.28181818 1.0625
 1.1130137  1.17018072 1.31317204 1.32178218 1.35197368 1.49487705
 1.83518519 1.55176471 0.89928058 0.83088235 0.62132353 0.76875
 0.6        0.        ]","[0.00123556 0.001618   0.00163049 0.00195928 0.00247857 0.00176172
 0.00191769 0.00212033 0.00266598 0.00272799 0.00266767 0.00329233
 0.00455919 0.00359344 0.00144033 0.00123502 0.00066242 0.00096013
 0.00064056 0.        ]",2hrs,DMSO,2hr,0
841,2092,"[[0 0 1 ... 0 0 0]
 [0 0 1 ... 0 0 0]
 [1 0 0 ... 1 0 0]
 ...
 [0 0 1 ... 0 0 0]
 [1 0 0 ... 0 1 0]
 [0 0 0 ... 0 3 1]]","[[0.         0.         0.00103333 ... 0.         0.         0.        ]
 [0.         0.         0.00103333 ... 0.         0.         0.        ]
 [0.00103333 0.         0.         ... 0.00103333 0.         0.        ]
 ...
 [0.         0.         0.00103333 ... 0.         0.         0.        ]
 [0.00103333 0.         0.         ... 0.         0.00103333 0.        ]
 [0.         0.         0.         ... 0.         0.00887647 0.00103333]]",0.9796,0.0025626580392156865,4hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181011_TNR_analyse/TIF_imp/4hrs_DMSO/08_001_ExpControl,2.7267,0.006587844705882352,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 1 0 0]
 [1 0 0 ... 0 0 1]
 ...
 [1 0 1 ... 4 1 0]
 [0 0 0 ... 3 0 1]
 [0 1 0 ... 0 1 2]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.00578824 0.         0.        ]
 [0.         0.         0.         ... 0.00186667 0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",0,"[2.96428571 3.365      2.41176471 2.20170455 1.56818182 0.88671875
 0.73972603 0.83885542 0.96505376 0.91460396 0.76754386 0.6772541
 0.91944444 0.88       0.49640288 0.36764706 0.34926471 0.35625
 0.33333333 0.        ]","[0.00932953 0.01087105 0.00737667 0.00656642 0.00432489 0.00192039
 0.00146666 0.00185421 0.00243358 0.00238921 0.00185088 0.00159944
 0.00251723 0.00245539 0.00104281 0.00059935 0.00064761 0.00062085
 0.00053699 0.        ]",4hrs,DMSO,4hr,0
842,492,"[[0 1 0 ... 1 1 3]
 [1 0 0 ... 4 2 2]
 [1 0 3 ... 0 3 1]
 ...
 [1 1 1 ... 0 1 0]
 [5 2 2 ... 0 0 1]
 [2 3 0 ... 0 1 0]]","[[0.         0.00159686 0.         ... 0.00159686 0.00159686 0.00944   ]
 [0.00159686 0.         0.         ... 0.01336157 0.00551843 0.00551843]
 [0.00159686 0.         0.00944    ... 0.         0.00944    0.00159686]
 ...
 [0.00159686 0.00159686 0.00159686 ... 0.         0.00159686 0.        ]
 [0.01728314 0.00551843 0.00551843 ... 0.         0.         0.00159686]
 [0.00551843 0.00944    0.         ... 0.         0.00159686 0.        ]]",0.9106,0.002564150274509804,2hrs_Bic,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/2hrs_Bic/09_005_ExpControl,6.8157,0.01298417631372549,"[[ 0  1  0 ... 16 12  7]
 [ 0  1  1 ... 16 13 15]
 [ 0  1  0 ... 17 13 20]
 ...
 [ 1  7  3 ...  0  0  0]
 [ 7  7  6 ...  0  0  2]
 [ 3  2  1 ...  0  0  0]]","[[0.         0.         0.         ... 0.03697569 0.02128941 0.00168157]
 [0.         0.         0.         ... 0.03697569 0.02521098 0.03305412]
 [0.         0.         0.         ... 0.04089725 0.02521098 0.05266196]
 ...
 [0.         0.00168157 0.         ... 0.         0.         0.        ]
 [0.00168157 0.00168157 0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",1,"[0.41964286 0.48       0.55147059 0.59943182 0.575      0.49414062
 0.51027397 0.5        0.56182796 0.91955446 1.0372807  1.1875
 1.17222222 1.16470588 1.27877698 1.60294118 1.18014706 1.03125
 1.23333333 0.        ]","[0.00085692 0.00102221 0.00130796 0.00151197 0.00135144 0.0010842
 0.00115717 0.00107151 0.00134398 0.00252142 0.00296914 0.00351118
 0.00351424 0.00356648 0.00389427 0.00503253 0.00353405 0.00305612
 0.00344178 0.        ]",2hrs,Bic,2hr + Bic,0
843,1136,"[[4 0 1 ... 0 1 0]
 [2 4 2 ... 0 0 0]
 [1 2 0 ... 0 0 0]
 ...
 [0 0 0 ... 2 2 3]
 [0 0 0 ... 0 2 0]
 [0 0 0 ... 0 0 1]]","[[0.01302706 0.         0.00126235 ... 0.         0.00126235 0.        ]
 [0.00518392 0.01302706 0.00518392 ... 0.         0.         0.        ]
 [0.00126235 0.00518392 0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.00518392 0.00518392 0.00910549]
 [0.         0.         0.         ... 0.         0.00518392 0.        ]
 [0.         0.         0.         ... 0.         0.         0.00126235]]",0.9515,0.0025642427843137255,12hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/12hrs_DMSO/03_003_ExpControl,11.0998,0.022882951215686273,"[[18 17 13 ...  1  1  0]
 [ 9 13 13 ...  0  0  0]
 [11 15 11 ...  0  0  0]
 ...
 [ 0  0  0 ...  3  1  0]
 [ 0  0  1 ...  0  1  0]
 [ 0  0  0 ...  2  3  0]]","[[0.02818196 0.02426039 0.00857412 ... 0.         0.         0.        ]
 [0.         0.00857412 0.00857412 ... 0.         0.         0.        ]
 [0.00073098 0.01641725 0.00073098 ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",2,"[0.57142857 0.795      0.54411765 0.47159091 0.76136364 0.94335938
 0.69691781 0.83584337 1.02956989 1.3019802  1.21600877 1.02356557
 0.97407407 1.10588235 1.06115108 0.72794118 0.69117647 0.8875
 0.68333333 4.        ]","[0.00110123 0.00177474 0.00107793 0.0009806  0.00181327 0.00242697
 0.00157188 0.00200828 0.0027115  0.00387822 0.003614   0.00292414
 0.00266757 0.00313858 0.00292742 0.00181836 0.00173284 0.00243333
 0.00174901 0.01302706]",12hrs,DMSO,12hr,1
844,2087,"[[5 6 9 ... 0 0 0]
 [6 3 5 ... 0 0 0]
 [4 6 7 ... 0 0 0]
 ...
 [0 0 1 ... 0 0 0]
 [0 1 0 ... 0 1 0]
 [0 0 0 ... 0 0 1]]","[[0.01695882 0.02088039 0.0326451  ... 0.         0.         0.        ]
 [0.02088039 0.00911569 0.01695882 ... 0.         0.         0.        ]
 [0.01303725 0.02088039 0.02480196 ... 0.         0.         0.        ]
 ...
 [0.         0.         0.00127255 ... 0.         0.         0.        ]
 [0.         0.00127255 0.         ... 0.         0.00127255 0.        ]
 [0.         0.         0.         ... 0.         0.         0.00127255]]",0.9546,0.002565510392156862,4hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181011_TNR_analyse/TIF_imp/4hrs_DMSO/08_001_ExpControl,3.2012,0.006795462352941176,"[[9 4 8 ... 0 0 0]
 [6 7 7 ... 0 0 0]
 [5 5 1 ... 0 0 0]
 ...
 [1 0 1 ... 0 0 0]
 [0 0 0 ... 1 0 1]
 [0 0 0 ... 0 1 1]]","[[0.02360118 0.00399333 0.01967961 ... 0.         0.         0.        ]
 [0.01183647 0.01575804 0.01575804 ... 0.         0.         0.        ]
 [0.0079149  0.0079149  0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",0,"[2.4375     1.605      1.73161765 1.21590909 0.75       0.48046875
 0.54794521 0.7123494  0.88037634 0.79455446 0.76973684 1.0942623
 1.3        1.27647059 0.50539568 0.3872549  0.79044118 1.2875
 2.41666667 5.        ]","[0.00738284 0.00462524 0.00514476 0.00336098 0.00182136 0.0009529
 0.00112367 0.00169642 0.00228105 0.00183729 0.00183349 0.00307257
 0.0039207  0.00383708 0.00102906 0.00072654 0.00188239 0.0039563
 0.00824092 0.01695882]",4hrs,DMSO,4hr,0
845,1520,"[[0 0 1 ... 2 1 0]
 [0 0 0 ... 0 2 2]
 [0 0 0 ... 1 1 1]
 ...
 [0 1 3 ... 2 0 0]
 [1 2 1 ... 0 1 0]
 [3 0 2 ... 1 0 3]]","[[0.         0.         0.         ... 0.00378157 0.         0.        ]
 [0.         0.         0.         ... 0.         0.00378157 0.00378157]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.00770314 ... 0.00378157 0.         0.        ]
 [0.         0.00378157 0.         ... 0.         0.         0.        ]
 [0.00770314 0.         0.00378157 ... 0.         0.         0.00770314]]",1.2522,0.002566081294117647,12hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181011_TNR_analyse/TIF_imp/12hrs_DMSO/03_001_ExpControl,4.5095,0.0064791451764705885,"[[ 6  5  3 ...  0  2  1]
 [ 3  6  3 ...  2  1  1]
 [ 9  8  2 ...  2  3  0]
 ...
 [ 2  1  5 ...  6  4 12]
 [ 2  3  2 ...  7  2  5]
 [ 1  5  2 ...  8  9  4]]","[[0.00663451 0.00271294 0.         ... 0.         0.         0.        ]
 [0.         0.00663451 0.         ... 0.         0.         0.        ]
 [0.01839922 0.01447765 0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.00271294 ... 0.00663451 0.         0.03016392]
 [0.         0.         0.         ... 0.01055608 0.         0.00271294]
 [0.         0.00271294 0.         ... 0.01447765 0.01839922 0.        ]]",0,"[0.77678571 1.01       1.20955882 1.48295455 1.99772727 1.85742188
 1.44178082 1.18674699 1.01209677 0.96287129 1.01754386 1.33196721
 1.43518519 1.15529412 1.09352518 1.23529412 1.05882353 0.94375
 0.71666667 0.        ]","[0.00095539 0.00139567 0.00211528 0.00313497 0.00491854 0.0043992
 0.00294647 0.00220801 0.00162271 0.00163493 0.00189261 0.00303562
 0.00338406 0.00240931 0.00212957 0.00249494 0.0018779  0.00158002
 0.00088937 0.        ]",12hrs,DMSO,12hr,0
846,2361,"[[1 0 1 ... 0 1 1]
 [0 0 0 ... 0 1 0]
 [1 0 0 ... 3 1 0]
 ...
 [1 0 0 ... 0 0 1]
 [0 0 1 ... 0 1 0]
 [0 0 1 ... 0 1 0]]","[[0.00153765 0.         0.00153765 ... 0.         0.00153765 0.00153765]
 [0.         0.         0.         ... 0.         0.00153765 0.        ]
 [0.00153765 0.         0.         ... 0.00938078 0.00153765 0.        ]
 ...
 [0.00153765 0.         0.         ... 0.         0.         0.00153765]
 [0.         0.         0.00153765 ... 0.         0.00153765 0.        ]
 [0.         0.         0.00153765 ... 0.         0.00153765 0.        ]]",0.8975,0.002568423137254902,2hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181011_TNR_analyse/TIF_imp/2hrs_DMSO/10_005_ExpControl,5.9058,0.010582219450980392,"[[0 0 0 ... 0 1 7]
 [0 0 0 ... 2 6 1]
 [0 0 0 ... 4 6 3]
 ...
 [0 0 0 ... 2 0 0]
 [0 0 0 ... 2 1 0]
 [0 0 0 ... 2 1 0]]","[[0.         0.         0.         ... 0.         0.         0.00519137]
 [0.         0.         0.         ... 0.         0.0012698  0.        ]
 [0.         0.         0.         ... 0.         0.0012698  0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",1,"[1.00892857 1.06       0.77941176 0.70454545 0.725      0.87890625
 1.00342466 1.79066265 2.00806452 1.08787129 0.88377193 0.73872951
 0.38055556 0.32941176 0.56115108 0.98529412 0.6875     0.65
 0.33333333 1.        ]","[0.00255177 0.00278611 0.00189961 0.00167255 0.00180288 0.0023851
 0.00282876 0.00576562 0.00669241 0.00308895 0.00246463 0.00211048
 0.0008677  0.00068882 0.00145026 0.00296993 0.00190728 0.00184874
 0.00071121 0.00153765]",2hrs,DMSO,2hr,0
847,974,"[[0 0 1 ... 0 0 0]
 [0 0 1 ... 0 2 0]
 [0 0 0 ... 1 1 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 1 ... 0 0 0]]","[[0.         0.         0.00100039 ... 0.         0.         0.        ]
 [0.         0.         0.00100039 ... 0.         0.00492196 0.        ]
 [0.         0.         0.         ... 0.00100039 0.00100039 0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.00100039 ... 0.         0.         0.        ]]",1.0208,0.00257059231372549,4hrs_Bic,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/4hrs_Bic/05_004_ExpControl,8.3209,0.01848569411764706,"[[0 1 0 ... 3 8 4]
 [0 0 1 ... 5 8 3]
 [0 0 0 ... 7 6 6]
 ...
 [0 1 1 ... 1 0 0]
 [1 1 3 ... 0 1 0]
 [0 3 2 ... 0 0 0]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",1,"[1.02678571 0.965      1.07352941 1.19318182 0.98181818 1.47460938
 2.45034247 1.71837349 1.03494624 0.96410891 0.92653509 0.8852459
 0.71759259 0.74470588 0.63489209 0.49019608 0.40073529 0.3
 0.23333333 0.        ]","[0.0023052  0.00213385 0.0024701  0.00286171 0.00220379 0.00405404
 0.00793851 0.00512855 0.00248809 0.00233469 0.00230421 0.00210674
 0.00147522 0.00157667 0.00127086 0.00086985 0.00066938 0.00048269
 0.0003308  0.        ]",4hrs,Bic,4hr + Bic,1
848,614,"[[0 0 2 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [1 0 1 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 2 ... 0 0 0]]","[[0.         0.         0.00513255 ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.00121098 0.         0.00121098 ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.00513255 ... 0.         0.         0.        ]]",0.9828,0.002570654117647059,4hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/4hrs_DMSO/07_004_ExpControl,27.6392,0.02681741882352942,"[[15 15 13 ...  7  9  6]
 [12  7 15 ... 11  8 11]
 [13 19 22 ... 12  8 10]
 ...
 [31 31 38 ...  3  3  8]
 [37 49 32 ...  7  4  6]
 [37 35 34 ...  5  4  5]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.0139949  0.0139949  0.04144588 ... 0.         0.         0.        ]
 [0.03752431 0.08458314 0.01791647 ... 0.         0.         0.        ]
 [0.03752431 0.02968118 0.02575961 ... 0.         0.         0.        ]]",5,"[0.4375     0.75       1.68014706 1.96022727 1.10681818 1.09375
 1.03424658 0.86144578 0.72983871 0.89108911 0.84539474 0.80635246
 0.85740741 1.11529412 1.62410072 1.03431373 0.55514706 0.375
 0.23333333 0.        ]","[0.00069922 0.0016672  0.00504418 0.00611626 0.002825   0.00272745
 0.00266344 0.00203517 0.00163433 0.0022633  0.00212642 0.00192074
 0.00211501 0.00300565 0.00512098 0.00292672 0.00119047 0.00064047
 0.00046327 0.        ]",4hrs,DMSO,4hr,4
